2,2,OBJ-0002,**********,CWIX 2021
11,11,OBJ-0011,**********,CWIX 2021
12,12,OBJ-0012,**********,CWIX 2021
13,13,OBJ-0013,**********,CWIX 2021
14,14,OBJ-0014,**********,CWIX 2021
15,15,OBJ-0015,**********,CWIX 2021
16,16,OBJ-0016,**********,CWIX 2021
17,18,OBJ-0017,**********,CWIX 2021
18,2,OBJ-0018,**********,CWIX 2021
19,5,OBJ-0019,**********,CWIX 2021
20,6,OBJ-0020,**********,CWIX 2021
21,7,OBJ-0021,**********,CWIX 2021
22,8,OBJ-0022,**********,CWIX 2021
23,9,OBJ-0023,**********,CWIX 2021
24,10,OBJ-0024,**********,CWIX 2021
25,2,OBJ-0025,**********,CWIX 2021
26,4,OBJ-0026,**********,CWIX 2021
27,5,OBJ-0027,**********,CWIX 2021
28,6,OBJ-0028,**********,CWIX 2021
29,7,OBJ-0029,**********,CWIX 2021
30,8,OBJ-0030,**********,CWIX 2021
31,10,OBJ-0031,**********,CWIX 2021
32,2,OBJ-0032,**********,CWIX 2021
33,4,OBJ-0033,**********,CWIX 2021
34,5,OBJ-0034,**********,CWIX 2021
35,6,OBJ-0035,**********,CWIX 2021
36,7,OBJ-0036,**********,CWIX 2021
37,8,OBJ-0037,**********,CWIX 2021
38,9,OBJ-0038,**********,CWIX 2021
39,2,OBJ-0039,**********,CWIX 2021
40,4,OBJ-0040,**********,CWIX 2021
41,5,OBJ-0041,**********,CWIX 2021
42,7,OBJ-0042,**********,CWIX 2021
43,8,OBJ-0043,**********,CWIX 2021
44,2,OBJ-0044,**********,CWIX 2021
45,5,OBJ-0045,**********,CWIX 2021
46,7,OBJ-0046,**********,CWIX 2021
47,8,OBJ-0047,**********,CWIX 2021
48,5,OBJ-0048,**********,CWIX 2021
49,7,OBJ-0049,**********,CWIX 2021
50,8,OBJ-0050,**********,CWIX 2021
51,5,OBJ-0051,**********,CWIX 2021
52,7,OBJ-0052,**********,CWIX 2021
53,8,OBJ-0053,**********,CWIX 2021
54,5,OBJ-0054,**********,CWIX 2021
55,8,OBJ-0055,**********,CWIX 2021
56,5,OBJ-0056,**********,CWIX 2021
57,7,OBJ-0057,**********,CWIX 2021
58,8,OBJ-0058,**********,CWIX 2021
59,5,OBJ-0059,**********,CWIX 2021
60,7,OBJ-0060,**********,CWIX 2021
61,9,OBJ-0061,**********,CWIX 2021
62,1,OBJ-0062,**********,CWIX 2021
63,2,OBJ-0063,**********,CWIX 2021
64,3,OBJ-0064,**********,CWIX 2021
65,4,OBJ-0065,**********,CWIX 2021
66,6,OBJ-0066,**********,CWIX 2021
67,7,OBJ-0067,**********,CWIX 2021
68,8,OBJ-0068,**********,CWIX 2021
69,9,OBJ-0069,**********,CWIX 2021
70,11,OBJ-0070,**********,CWIX 2021
71,12,OBJ-0071,**********,CWIX 2021
72,13,OBJ-0072,**********,CWIX 2021
73,14,OBJ-0073,**********,CWIX 2021
74,15,OBJ-0074,**********,CWIX 2021
75,16,OBJ-0075,**********,CWIX 2021
76,18,OBJ-0076,**********,CWIX 2021
77,5,OBJ-0077,**********,CWIX 2021
78,7,OBJ-0078,**********,CWIX 2021
79,9,OBJ-0079,**********,CWIX 2021
80,5,OBJ-0080,**********,CWIX 2021
81,7,OBJ-0081,**********,CWIX 2021
82,9,OBJ-0082,**********,CWIX 2021
83,5,OBJ-0083,**********,CWIX 2021
84,7,OBJ-0084,**********,CWIX 2021
85,5,OBJ-0085,**********,CWIX 2021
86,7,OBJ-0086,**********,CWIX 2021
87,5,OBJ-0087,**********,CWIX 2021
88,7,OBJ-0088,**********,CWIX 2021
89,5,OBJ-0089,**********,CWIX 2021
90,7,OBJ-0090,**********,CWIX 2021
91,5,OBJ-0091,**********,CWIX 2021
92,7,OBJ-0092,**********,CWIX 2021
93,5,OBJ-0093,**********,CWIX 2021
94,5,OBJ-0094,**********,CWIX 2021
95,7,OBJ-0095,**********,CWIX 2021
96,5,OBJ-0096,**********,CWIX 2021
97,7,OBJ-0097,**********,CWIX 2021
98,1,OBJ-0098,**********,CWIX 2021
99,2,OBJ-0099,**********,CWIX 2021
100,3,OBJ-0100,**********,CWIX 2021
101,4,OBJ-0101,**********,CWIX 2021
102,6,OBJ-0102,**********,CWIX 2021
103,7,OBJ-0103,**********,CWIX 2021
104,8,OBJ-0104,**********,CWIX 2021
105,11,OBJ-0105,**********,CWIX 2021
106,12,OBJ-0106,**********,CWIX 2021
107,13,OBJ-0107,**********,CWIX 2021
108,15,OBJ-0108,**********,CWIX 2021
109,16,OBJ-0109,**********,CWIX 2021
110,18,OBJ-0110,**********,CWIX 2021
111,5,OBJ-0111,**********,CWIX 2021
112,5,OBJ-0112,**********,CWIX 2021
113,1,OBJ-0113,**********,CWIX 2021
114,2,OBJ-0114,**********,CWIX 2021
115,3,OBJ-0115,**********,CWIX 2021
116,5,OBJ-0116,**********,CWIX 2021
117,6,OBJ-0117,**********,CWIX 2021
118,7,OBJ-0118,**********,CWIX 2021
119,8,OBJ-0119,**********,CWIX 2021
120,10,OBJ-0120,**********,CWIX 2021
121,11,OBJ-0121,**********,CWIX 2021
122,12,OBJ-0122,**********,CWIX 2021
123,13,OBJ-0123,**********,CWIX 2021
124,14,OBJ-0124,**********,CWIX 2021
125,15,OBJ-0125,**********,CWIX 2021
126,16,OBJ-0126,**********,CWIX 2021
127,18,OBJ-0127,**********,CWIX 2021
128,1,OBJ-0128,**********,CWIX 2021
129,2,OBJ-0129,**********,CWIX 2021
130,3,OBJ-0130,**********,CWIX 2021
131,4,OBJ-0131,**********,CWIX 2021
132,5,OBJ-0132,**********,CWIX 2021
133,6,OBJ-0133,**********,CWIX 2021
134,7,OBJ-0134,**********,CWIX 2021
135,8,OBJ-0135,**********,CWIX 2021
136,10,OBJ-0136,**********,CWIX 2021
137,11,OBJ-0137,**********,CWIX 2021
138,12,OBJ-0138,**********,CWIX 2021
139,13,OBJ-0139,**********,CWIX 2021
140,15,OBJ-0140,**********,CWIX 2021
143,1,OBJ-0143,**********,CWIX 2021
144,2,OBJ-0144,**********,CWIX 2021
145,3,OBJ-0145,**********,CWIX 2021
146,4,OBJ-0146,**********,CWIX 2021
147,6,OBJ-0147,**********,CWIX 2021
148,7,OBJ-0148,**********,CWIX 2021
149,8,OBJ-0149,**********,CWIX 2021
150,9,OBJ-0150,**********,CWIX 2021
151,11,OBJ-0151,**********,CWIX 2021
152,12,OBJ-0152,**********,CWIX 2021
153,14,OBJ-0153,**********,CWIX 2021
154,15,OBJ-0154,**********,CWIX 2021
155,18,OBJ-0155,**********,CWIX 2021
156,1,OBJ-0156,**********,CWIX 2021
157,2,OBJ-0157,**********,CWIX 2021
158,3,OBJ-0158,**********,CWIX 2021
159,4,OBJ-0159,**********,CWIX 2021
160,6,OBJ-0160,**********,CWIX 2021
161,7,OBJ-0161,**********,CWIX 2021
162,8,OBJ-0162,**********,CWIX 2021
163,10,OBJ-0163,**********,CWIX 2021
164,11,OBJ-0164,**********,CWIX 2021
165,13,OBJ-0165,**********,CWIX 2021
166,15,OBJ-0166,**********,CWIX 2021
167,2,OBJ-0167,**********,CWIX 2021
168,3,OBJ-0168,**********,CWIX 2021
169,4,OBJ-0169,**********,CWIX 2021
170,5,OBJ-0170,**********,CWIX 2021
171,6,OBJ-0171,**********,CWIX 2021
172,7,OBJ-0172,**********,CWIX 2021
173,8,OBJ-0173,**********,CWIX 2021
174,10,OBJ-0174,**********,CWIX 2021
175,11,OBJ-0175,**********,CWIX 2021
176,13,OBJ-0176,**********,CWIX 2021
177,2,OBJ-0177,**********,CWIX 2021
178,3,OBJ-0178,**********,CWIX 2021
179,4,OBJ-0179,**********,CWIX 2021
180,5,OBJ-0180,**********,CWIX 2021
181,6,OBJ-0181,**********,CWIX 2021
182,7,OBJ-0182,**********,CWIX 2021
184,10,OBJ-0184,**********,CWIX 2021
185,11,OBJ-0185,**********,CWIX 2021
186,13,OBJ-0186,**********,CWIX 2021
187,15,OBJ-0187,**********,CWIX 2021
188,1,OBJ-0188,**********,CWIX 2022
189,2,OBJ-0189,**********,CWIX 2022
190,3,OBJ-0190,**********,CWIX 2022
191,4,OBJ-0191,**********,CWIX 2022
192,5,OBJ-0192,**********,CWIX 2022
193,6,OBJ-0193,**********,CWIX 2022
194,7,OBJ-0194,**********,CWIX 2022
195,8,OBJ-0195,**********,CWIX 2022
196,9,OBJ-0196,**********,CWIX 2022
197,10,OBJ-0197,**********,CWIX 2022
198,11,OBJ-0198,**********,CWIX 2022
199,12,OBJ-0199,**********,CWIX 2022
200,13,OBJ-0200,**********,CWIX 2022
201,14,OBJ-0201,**********,CWIX 2022
202,15,OBJ-0202,**********,CWIX 2022
203,16,OBJ-0203,**********,CWIX 2022
204,17,OBJ-0204,**********,CWIX 2022
205,2,OBJ-0205,**********,CWIX 2022
206,3,OBJ-0206,**********,CWIX 2022
208,5,OBJ-0208,**********,CWIX 2022
209,7,OBJ-0209,**********,CWIX 2022
210,8,OBJ-0210,**********,CWIX 2022
211,14,OBJ-0211,**********,CWIX 2022
212,15,OBJ-0212,**********,CWIX 2022
213,2,OBJ-0213,**********,CWIX 2022
214,3,OBJ-0214,**********,CWIX 2022
215,5,OBJ-0215,**********,CWIX 2022
216,6,OBJ-0216,**********,CWIX 2022
217,7,OBJ-0217,**********,CWIX 2022
218,8,OBJ-0218,**********,CWIX 2022
219,2,OBJ-0219,**********,CWIX 2022
220,3,OBJ-0220,**********,CWIX 2022
221,5,OBJ-0221,**********,CWIX 2022
222,6,OBJ-0222,**********,CWIX 2022
223,7,OBJ-0223,**********,CWIX 2022
224,8,OBJ-0224,**********,CWIX 2022
225,2,OBJ-0225,**********,CWIX 2022
226,3,OBJ-0226,**********,CWIX 2022
227,4,OBJ-0227,**********,CWIX 2022
228,5,OBJ-0228,**********,CWIX 2022
229,6,OBJ-0229,**********,CWIX 2022
230,7,OBJ-0230,**********,CWIX 2022
231,8,OBJ-0231,**********,CWIX 2022
232,9,OBJ-0232,**********,CWIX 2022
233,2,OBJ-0233,**********,CWIX 2022
234,5,OBJ-0234,**********,CWIX 2022
235,8,OBJ-0235,**********,CWIX 2022
236,2,OBJ-0236,**********,CWIX 2022
237,5,OBJ-0237,**********,CWIX 2022
238,8,OBJ-0238,**********,CWIX 2022
239,5,OBJ-0239,**********,CWIX 2022
240,7,OBJ-0240,**********,CWIX 2022
241,8,OBJ-0241,**********,CWIX 2022
242,2,OBJ-0242,**********,CWIX 2022
243,3,OBJ-0243,**********,CWIX 2022
244,7,OBJ-0244,**********,CWIX 2022
245,8,OBJ-0245,**********,CWIX 2022
246,3,OBJ-0246,**********,CWIX 2022
247,5,OBJ-0247,**********,CWIX 2022
248,7,OBJ-0248,**********,CWIX 2022
249,8,OBJ-0249,**********,CWIX 2022
250,5,OBJ-0250,**********,CWIX 2022
251,7,OBJ-0251,**********,CWIX 2022
252,8,OBJ-0252,**********,CWIX 2022
253,1,OBJ-0253,**********,CWIX 2022
254,2,OBJ-0254,**********,CWIX 2022
255,3,OBJ-0255,**********,CWIX 2022
256,4,OBJ-0256,**********,CWIX 2022
257,5,OBJ-0257,**********,CWIX 2022
258,6,OBJ-0258,**********,CWIX 2022
259,7,OBJ-0259,**********,CWIX 2022
260,8,OBJ-0260,**********,CWIX 2022
261,9,OBJ-0261,**********,CWIX 2022
262,10,OBJ-0262,**********,CWIX 2022
263,11,OBJ-0263,**********,CWIX 2022
264,12,OBJ-0264,**********,CWIX 2022
265,13,OBJ-0265,**********,CWIX 2022
266,14,OBJ-0266,**********,CWIX 2022
267,15,OBJ-0267,**********,CWIX 2022
268,16,OBJ-0268,**********,CWIX 2022
269,17,OBJ-0269,**********,CWIX 2022
270,18,OBJ-0270,**********,CWIX 2022
271,5,OBJ-0271,**********,CWIX 2022
272,7,OBJ-0272,**********,CWIX 2022
273,8,OBJ-0273,**********,CWIX 2022
274,5,OBJ-0274,**********,CWIX 2022
275,7,OBJ-0275,**********,CWIX 2022
276,5,OBJ-0276,**********,CWIX 2022
277,7,OBJ-0277,**********,CWIX 2022
278,8,OBJ-0278,**********,CWIX 2022
279,5,OBJ-0279,**********,CWIX 2022
280,7,OBJ-0280,**********,CWIX 2022
281,5,OBJ-0281,**********,CWIX 2022
282,7,OBJ-0282,**********,CWIX 2022
283,5,OBJ-0283,**********,CWIX 2022
284,7,OBJ-0284,**********,CWIX 2022
285,5,OBJ-0285,**********,CWIX 2022
286,7,OBJ-0286,**********,CWIX 2022
287,5,OBJ-0287,**********,CWIX 2022
288,7,OBJ-0288,**********,CWIX 2022
289,5,OBJ-0289,**********,CWIX 2022
290,7,OBJ-0290,**********,CWIX 2022
291,5,OBJ-0291,**********,CWIX 2022
292,7,OBJ-0292,**********,CWIX 2022
293,1,OBJ-0293,**********,CWIX 2022
294,2,OBJ-0294,**********,CWIX 2022
295,3,OBJ-0295,**********,CWIX 2022
296,4,OBJ-0296,**********,CWIX 2022
297,5,OBJ-0297,**********,CWIX 2022
298,6,OBJ-0298,**********,CWIX 2022
299,7,OBJ-0299,**********,CWIX 2022
300,8,OBJ-0300,**********,CWIX 2022
301,9,OBJ-0301,**********,CWIX 2022
302,10,OBJ-0302,**********,CWIX 2022
303,11,OBJ-0303,**********,CWIX 2022
304,12,OBJ-0304,**********,CWIX 2022
305,13,OBJ-0305,**********,CWIX 2022
306,14,OBJ-0306,**********,CWIX 2022
307,16,OBJ-0307,**********,CWIX 2022
308,18,OBJ-0308,**********,CWIX 2022
309,5,OBJ-0309,**********,CWIX 2022
310,7,OBJ-0310,**********,CWIX 2022
311,7,OBJ-0311,**********,CWIX 2022
312,7,OBJ-0312,**********,CWIX 2022
313,7,OBJ-0313,**********,CWIX 2022
314,1,OBJ-0314,**********,CWIX 2022
315,2,OBJ-0315,**********,CWIX 2022
316,3,OBJ-0316,**********,CWIX 2022
317,4,OBJ-0317,**********,CWIX 2022
318,5,OBJ-0318,**********,CWIX 2022
319,6,OBJ-0319,**********,CWIX 2022
320,7,OBJ-0320,**********,CWIX 2022
321,8,OBJ-0321,**********,CWIX 2022
322,9,OBJ-0322,**********,CWIX 2022
323,10,OBJ-0323,**********,CWIX 2022
324,11,OBJ-0324,**********,CWIX 2022
325,12,OBJ-0325,**********,CWIX 2022
326,13,OBJ-0326,**********,CWIX 2022
327,16,OBJ-0327,**********,CWIX 2022
328,18,OBJ-0328,**********,CWIX 2022
329,1,OBJ-0329,**********,CWIX 2022
330,2,OBJ-0330,**********,CWIX 2022
331,4,OBJ-0331,**********,CWIX 2022
332,5,OBJ-0332,**********,CWIX 2022
333,7,OBJ-0333,**********,CWIX 2022
334,8,OBJ-0334,**********,CWIX 2022
335,9,OBJ-0335,**********,CWIX 2022
336,10,OBJ-0336,**********,CWIX 2022
337,11,OBJ-0337,**********,CWIX 2022
338,12,OBJ-0338,**********,CWIX 2022
339,13,OBJ-0339,**********,CWIX 2022
340,15,OBJ-0340,**********,CWIX 2022
341,16,OBJ-0341,**********,CWIX 2022
342,18,OBJ-0342,**********,CWIX 2022
343,1,OBJ-0343,**********,CWIX 2022
344,2,OBJ-0344,**********,CWIX 2022
345,3,OBJ-0345,**********,CWIX 2022
346,5,OBJ-0346,**********,CWIX 2022
347,6,OBJ-0347,**********,CWIX 2022
348,7,OBJ-0348,**********,CWIX 2022
183,8,OBJ-0183,**********,CWIX 2021
141,16,OBJ-0141,**********,CWIX 2021
1,1,OBJ-0001,**********,CWIX 2021
3,3,OBJ-0003,**********,CWIX 2021
4,4,OBJ-0004,**********,CWIX 2021
5,5,OBJ-0005,**********,CWIX 2021
6,6,OBJ-0006,**********,CWIX 2021
7,7,OBJ-0007,**********,CWIX 2021
8,8,OBJ-0008,**********,CWIX 2021
9,9,OBJ-0009,**********,CWIX 2021
10,10,OBJ-0010,**********,CWIX 2021
142,18,OBJ-0142,**********,CWIX 2021
207,4,OBJ-0207,**********,CWIX 2022
349,8,OBJ-0349,**********,CWIX 2022
350,9,OBJ-0350,**********,CWIX 2022
351,10,OBJ-0351,**********,CWIX 2022
352,11,OBJ-0352,**********,CWIX 2022
353,12,OBJ-0353,**********,CWIX 2022
354,13,OBJ-0354,**********,CWIX 2022
355,16,OBJ-0355,**********,CWIX 2022
356,18,OBJ-0356,**********,CWIX 2022
357,1,OBJ-0357,**********,CWIX 2022
358,2,OBJ-0358,**********,CWIX 2022
359,3,OBJ-0359,**********,CWIX 2022
360,4,OBJ-0360,**********,CWIX 2022
361,5,OBJ-0361,**********,CWIX 2022
362,6,OBJ-0362,**********,CWIX 2022
363,7,OBJ-0363,**********,CWIX 2022
364,8,OBJ-0364,**********,CWIX 2022
365,9,OBJ-0365,**********,CWIX 2022
366,10,OBJ-0366,**********,CWIX 2022
367,11,OBJ-0367,**********,CWIX 2022
368,12,OBJ-0368,**********,CWIX 2022
369,13,OBJ-0369,**********,CWIX 2022
370,15,OBJ-0370,**********,CWIX 2022
371,1,OBJ-0371,**********,CWIX 2022
372,2,OBJ-0372,**********,CWIX 2022
373,3,OBJ-0373,**********,CWIX 2022
374,4,OBJ-0374,**********,CWIX 2022
375,5,OBJ-0375,**********,CWIX 2022
376,6,OBJ-0376,**********,CWIX 2022
377,7,OBJ-0377,**********,CWIX 2022
378,8,OBJ-0378,**********,CWIX 2022
379,9,OBJ-0379,**********,CWIX 2022
380,12,OBJ-0380,**********,CWIX 2022
381,13,OBJ-0381,**********,CWIX 2022
382,15,OBJ-0382,**********,CWIX 2022
383,2,OBJ-0383,**********,CWIX 2022
384,3,OBJ-0384,**********,CWIX 2022
385,5,OBJ-0385,**********,CWIX 2022
386,6,OBJ-0386,**********,CWIX 2022
387,7,OBJ-0387,**********,CWIX 2022
388,8,OBJ-0388,**********,CWIX 2022
389,12,OBJ-0389,**********,CWIX 2022
390,13,OBJ-0390,**********,CWIX 2022
391,15,OBJ-0391,**********,CWIX 2022
